n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,power_Accuracy_ANOVA,power_Precision_ANOVA,Duration
20,2,5,8,40,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.08,1.0,0.07,0.63,0.05,535538 milliseconds
10,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,0.99,0.04,0.98,0.07,0.22,0.06,242565 milliseconds
12,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.13,0.26,0.06,288846 milliseconds
14,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.1,1.0,0.13,0.32,0.1,342335 milliseconds
16,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.15,0.45,0.12,423892 milliseconds
18,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.07,1.0,0.1,0.58,0.08,480342 milliseconds
20,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.08,0.62,0.08,531788 milliseconds
10,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.14,0.16,0.11,241640 milliseconds
12,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.19,0.31,0.15,289098 milliseconds
14,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.18,0.28,0.16,340280 milliseconds
16,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.02,0.99,0.17,0.48,0.14,418739 milliseconds
18,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.06,0.99,0.18,0.58,0.15,470933 milliseconds
20,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.24,0.66,0.2,542440 milliseconds
10,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.92,0.14,0.72,0.15,0.01,0.1,244583 milliseconds
12,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.84,0.18,0.61,0.18,0.0,0.13,294480 milliseconds
14,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.92,0.18,0.74,0.19,0.01,0.15,342550 milliseconds
16,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.96,0.13,0.85,0.23,0.02,0.17,423879 milliseconds
18,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.97,0.19,0.87,0.24,0.0,0.18,496269 milliseconds
20,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.22,0.9,0.31,0.0,0.24,549200 milliseconds
10,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.92,0.02,0.62,0.05,0.02,0.03,245725 milliseconds
12,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.88,0.13,0.66,0.13,0.01,0.08,297407 milliseconds
14,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.9,0.12,0.7,0.09,0.0,0.07,344653 milliseconds
16,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.98,0.13,0.76,0.12,0.02,0.1,425034 milliseconds
18,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.98,0.09,0.86,0.12,0.0,0.08,481810 milliseconds
20,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.99,0.08,0.9,0.12,0.0,0.09,539092 milliseconds
