n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,power_Accuracy_ANOVA,power_Precision_ANOVA,Duration
16,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,0.98,0.2,1.0,0.22,0.46,0.18,589156 milliseconds
18,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.15,1.0,0.24,0.53,0.17,665563 milliseconds
20,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.31,1.0,0.33,0.64,0.27,761341 milliseconds
10,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.64,0.1,0.63,0.13,0.0,0.11,324371 milliseconds
12,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.68,0.09,0.72,0.12,0.01,0.1,391683 milliseconds
14,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.83,0.13,0.78,0.17,0.01,0.11,457036 milliseconds
16,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.89,0.12,0.8,0.18,0.0,0.14,616284 milliseconds
18,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.94,0.17,0.9,0.22,0.0,0.18,704843 milliseconds
20,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.9,0.21,0.85,0.29,0.01,0.24,776723 milliseconds
10,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.64,0.03,0.65,0.09,0.01,0.03,314953 milliseconds
12,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.77,0.06,0.64,0.08,0.01,0.07,389731 milliseconds
14,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.74,0.06,0.65,0.07,0.0,0.05,473156 milliseconds
16,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.83,0.1,0.81,0.13,0.03,0.09,605379 milliseconds
18,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.85,0.07,0.82,0.1,0.0,0.07,679831 milliseconds
20,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.93,0.09,0.86,0.1,0.0,0.08,778234 milliseconds
10,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.67,0.02,0.62,0.06,0.0,0.05,321448 milliseconds
12,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.6,0.06,0.57,0.08,0.0,0.05,389716 milliseconds
14,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.76,0.05,0.74,0.05,0.0,0.04,457038 milliseconds
16,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.82,0.01,0.81,0.05,0.01,0.02,598768 milliseconds
18,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.78,0.02,0.75,0.02,0.0,0.02,696458 milliseconds
20,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.85,0.04,0.82,0.1,0.02,0.09,798258 milliseconds
10,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.5,0.07,0.51,0.11,0.0,0.08,319798 milliseconds
12,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.56,0.03,0.63,0.07,0.0,0.04,395982 milliseconds
14,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.7,0.1,0.79,0.12,0.0,0.09,463612 milliseconds
16,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.74,0.05,0.76,0.05,0.02,0.04,609760 milliseconds
18,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.76,0.06,0.81,0.14,0.0,0.11,700847 milliseconds
20,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.89,0.04,0.88,0.11,0.04,0.06,757987 milliseconds
10,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.46,0.11,0.44,0.16,0.0,0.13,305580 milliseconds
12,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.55,0.11,0.55,0.19,0.0,0.14,388784 milliseconds
14,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.62,0.17,0.71,0.14,0.0,0.12,443594 milliseconds
16,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.65,0.12,0.68,0.14,0.0,0.12,591125 milliseconds
18,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.76,0.19,0.81,0.2,0.02,0.18,661440 milliseconds
20,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.84,0.18,0.84,0.25,0.0,0.18,770680 milliseconds
10,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.02,0.09,0.02,0.13,0.0,0.1,316398 milliseconds
12,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.02,0.11,0.01,0.17,0.0,0.09,395975 milliseconds
14,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.02,0.1,0.03,0.18,0.0,0.13,458946 milliseconds
16,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.01,0.09,0.01,0.14,0.0,0.1,611845 milliseconds
18,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.01,0.23,0.0,0.3,0.0,0.28,699627 milliseconds
20,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.01,0.23,0.0,0.29,0.0,0.25,800182 milliseconds
10,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.0,0.1,0.01,0.09,0.0,0.07,323694 milliseconds
12,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.03,0.08,0.03,0.09,0.0,0.08,391842 milliseconds
14,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.01,0.05,0.0,0.08,0.0,0.05,471761 milliseconds
16,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.02,0.07,0.01,0.08,0.0,0.05,627203 milliseconds
18,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.02,0.07,0.0,0.1,0.0,0.07,715548 milliseconds
20,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.01,0.09,0.0,0.1,0.0,0.07,809172 milliseconds
10,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.02,0.04,0.0,0.06,0.0,0.03,330074 milliseconds
12,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.01,0.03,0.0,0.05,0.0,0.04,389906 milliseconds
14,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.01,0.04,0.03,0.1,0.0,0.07,455262 milliseconds
16,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.02,0.06,0.0,0.05,0.0,0.04,594795 milliseconds
18,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.03,0.05,0.02,0.04,0.0,0.02,681709 milliseconds
20,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.03,0.03,0.02,0.03,0.0,0.03,785186 milliseconds
10,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.01,0.04,0.02,0.05,0.0,0.04,328908 milliseconds
12,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.03,0.01,0.02,0.04,0.0,0.02,390661 milliseconds
14,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.01,0.11,0.01,0.11,0.0,0.07,450953 milliseconds
16,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.0,0.04,0.0,0.1,0.0,0.08,590664 milliseconds
18,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.0,0.07,0.01,0.12,0.0,0.1,704676 milliseconds
20,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.02,0.06,0.0,0.12,0.0,0.09,787738 milliseconds
10,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.02,0.09,0.01,0.08,0.0,0.07,314281 milliseconds
12,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.01,0.14,0.01,0.24,0.0,0.13,380748 milliseconds
14,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.03,0.16,0.01,0.2,0.0,0.17,461705 milliseconds
16,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.01,0.17,0.02,0.18,0.0,0.12,613312 milliseconds
18,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.0,0.16,0.01,0.21,0.0,0.21,669366 milliseconds
20,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.02,0.19,0.01,0.23,0.0,0.22,765234 milliseconds
10,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.53,0.09,0.51,0.17,0.01,0.12,323880 milliseconds
12,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.71,0.12,0.61,0.13,0.0,0.09,407285 milliseconds
14,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.81,0.16,0.74,0.24,0.0,0.21,466454 milliseconds
16,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.86,0.2,0.83,0.28,0.01,0.21,635537 milliseconds
18,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.85,0.25,0.91,0.28,0.0,0.22,708287 milliseconds
20,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.88,0.28,0.93,0.34,0.0,0.29,801110 milliseconds
10,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.58,0.1,0.59,0.12,0.0,0.08,315247 milliseconds
12,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.66,0.07,0.71,0.05,0.01,0.05,385669 milliseconds
14,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.81,0.08,0.72,0.09,0.0,0.05,458323 milliseconds
16,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.86,0.08,0.77,0.13,0.02,0.08,612850 milliseconds
18,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.91,0.09,0.85,0.09,0.03,0.05,693023 milliseconds
20,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.93,0.07,0.92,0.08,0.0,0.07,758952 milliseconds
10,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.63,0.03,0.53,0.04,0.0,0.04,332682 milliseconds
12,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.58,0.04,0.56,0.04,0.0,0.03,389753 milliseconds
14,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.7,0.07,0.68,0.07,0.0,0.04,466276 milliseconds
16,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.69,0.06,0.7,0.07,0.0,0.06,625463 milliseconds
18,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.85,0.05,0.87,0.08,0.0,0.05,715840 milliseconds
20,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.84,0.03,0.88,0.04,0.01,0.04,812783 milliseconds
10,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.47,0.05,0.53,0.05,0.01,0.04,323031 milliseconds
12,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.56,0.04,0.57,0.09,0.0,0.07,383954 milliseconds
14,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.68,0.07,0.68,0.08,0.0,0.07,474425 milliseconds
16,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.73,0.06,0.77,0.09,0.01,0.08,592169 milliseconds
18,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.77,0.04,0.88,0.08,0.01,0.08,673274 milliseconds
20,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.86,0.04,0.81,0.06,0.01,0.05,756994 milliseconds
10,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.46,0.12,0.45,0.13,0.0,0.11,313126 milliseconds
12,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.53,0.1,0.58,0.16,0.0,0.13,383542 milliseconds
14,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.73,0.13,0.7,0.19,0.01,0.13,437873 milliseconds
16,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.77,0.14,0.79,0.19,0.01,0.18,595565 milliseconds
18,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.79,0.16,0.74,0.19,0.02,0.17,680564 milliseconds
20,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.82,0.17,0.81,0.23,0.01,0.2,774218 milliseconds
