n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,power_Accuracy_ANOVA,power_Precision_ANOVA,Duration
16,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.17,1.0,0.13,0.0,0.0,1281122 milliseconds
18,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.2,0.2,0.99,0.14,1.0,0.15,0.0,0.0,1502057 milliseconds
20,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.17,1.0,0.07,0.0,0.0,1610170 milliseconds
10,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.98,0.18,0.98,0.26,0.0,0.0,606892 milliseconds
12,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.98,0.19,0.97,0.21,0.0,0.01,852677 milliseconds
14,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.98,0.18,0.99,0.31,0.0,0.01,1125270 milliseconds
16,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.99,0.27,0.99,0.28,0.0,0.0,1295162 milliseconds
18,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.29,0.99,0.37,0.0,0.0,1453669 milliseconds
20,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.32,1.0,0.39,0.0,0.01,1642452 milliseconds
10,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.88,0.14,0.12,0.19,0.0,0.0,696204 milliseconds
12,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.88,0.29,0.23,0.24,0.0,0.0,912427 milliseconds
14,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.95,0.25,0.29,0.3,0.0,0.01,1163683 milliseconds
16,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.98,0.33,0.4,0.32,0.0,0.01,1412328 milliseconds
18,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.97,0.38,0.45,0.26,0.0,0.0,1593361 milliseconds
20,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.99,0.37,0.63,0.43,0.0,0.0,1664114 milliseconds
10,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.82,0.09,0.18,0.06,0.0,0.03,687687 milliseconds
12,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.92,0.15,0.27,0.09,0.0,0.02,930781 milliseconds
14,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.94,0.13,0.33,0.07,0.0,0.0,1108346 milliseconds
16,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.97,0.1,0.38,0.15,0.0,0.0,1349719 milliseconds
18,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.15,0.42,0.12,0.0,0.01,1476051 milliseconds
20,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.97,0.28,0.51,0.1,0.0,0.0,1669711 milliseconds
10,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.9,0.09,0.14,0.04,0.0,0.0,651454 milliseconds
12,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.86,0.09,0.33,0.1,0.0,0.02,815488 milliseconds
14,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.94,0.09,0.37,0.06,0.0,0.03,1090968 milliseconds
16,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.93,0.1,0.33,0.08,0.0,0.0,1281264 milliseconds
18,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.98,0.16,0.48,0.04,0.0,0.0,1548800 milliseconds
20,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.96,0.17,0.52,0.06,0.0,0.01,1699163 milliseconds
10,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.83,0.1,0.24,0.06,0.0,0.01,599219 milliseconds
12,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.85,0.09,0.23,0.09,0.0,0.0,855312 milliseconds
14,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.91,0.18,0.39,0.12,0.0,0.01,1092675 milliseconds
16,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.9,0.18,0.32,0.13,0.0,0.01,1347597 milliseconds
18,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.91,0.19,0.52,0.12,0.0,0.01,1484020 milliseconds
20,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.95,0.3,0.53,0.14,0.0,0.0,1698185 milliseconds
10,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.74,0.13,0.26,0.18,0.0,0.01,582825 milliseconds
12,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.78,0.2,0.28,0.19,0.0,0.02,831663 milliseconds
14,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.82,0.22,0.29,0.21,0.0,0.0,1042327 milliseconds
16,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.85,0.21,0.34,0.2,0.0,0.02,1341343 milliseconds
18,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.91,0.29,0.49,0.23,0.0,0.02,1495334 milliseconds
20,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.97,0.32,0.48,0.27,0.0,0.02,1774217 milliseconds
10,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.02,0.18,0.0,0.23,0.0,0.01,677078 milliseconds
12,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.07,0.27,0.0,0.32,0.0,0.01,943694 milliseconds
14,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.03,0.28,0.0,0.26,0.0,0.01,1175577 milliseconds
16,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.04,0.32,0.0,0.35,0.0,0.01,1294800 milliseconds
18,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.07,0.37,0.0,0.42,0.0,0.0,1522172 milliseconds
20,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.06,0.41,0.0,0.3,0.0,0.0,1752271 milliseconds
10,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.02,0.08,0.0,0.11,0.0,0.01,639213 milliseconds
12,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.03,0.13,0.0,0.08,0.0,0.0,936659 milliseconds
14,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.01,0.1,0.0,0.1,0.0,0.0,1119532 milliseconds
16,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.04,0.16,0.0,0.1,0.0,0.01,1423401 milliseconds
18,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.01,0.13,0.0,0.09,0.0,0.01,1353090 milliseconds
20,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.06,0.25,0.0,0.1,0.0,0.0,1698828 milliseconds
10,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.04,0.09,0.0,0.07,0.0,0.01,651156 milliseconds
12,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.04,0.05,0.0,0.04,0.0,0.02,850001 milliseconds
14,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.06,0.08,0.0,0.04,0.0,0.0,1113631 milliseconds
16,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.04,0.14,0.0,0.03,0.0,0.01,1330844 milliseconds
18,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.07,0.16,0.0,0.12,0.0,0.0,1493161 milliseconds
20,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.02,0.2,0.0,0.08,0.0,0.02,1790473 milliseconds
10,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.02,0.09,0.0,0.08,0.0,0.0,635455 milliseconds
12,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.04,0.09,0.0,0.14,0.0,0.02,889594 milliseconds
14,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.01,0.12,0.0,0.1,0.0,0.0,1102049 milliseconds
16,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.02,0.17,0.0,0.12,0.0,0.03,1308345 milliseconds
18,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.06,0.21,0.0,0.13,0.0,0.0,1459909 milliseconds
20,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.05,0.18,0.0,0.06,0.0,0.01,1732047 milliseconds
10,2,5,8,70,0.0,0.1,0,0.108,0.1,0.2,0.2,0.01,0.13,0.0,0.18,0.0,0.01,638000 milliseconds
12,2,5,8,70,0.0,0.1,0,0.108,0.1,0.2,0.2,0.04,0.16,0.0,0.2,0.0,0.0,922596 milliseconds
14,2,5,8,70,0.0,0.1,0,0.108,0.1,0.2,0.2,0.03,0.16,0.0,0.23,0.0,0.0,971653 milliseconds
16,2,5,8,70,0.0,0.1,0,0.108,0.1,0.2,0.2,0.04,0.28,0.0,0.31,0.0,0.01,1220345 milliseconds
18,2,5,8,70,0.0,0.1,0,0.108,0.1,0.2,0.2,0.02,0.23,0.0,0.34,0.0,0.0,1498522 milliseconds
20,2,5,8,70,0.0,0.1,0,0.108,0.1,0.2,0.2,0.04,0.4,0.0,0.37,0.0,0.01,1807183 milliseconds
10,2,5,8,70,0.025,-0.1,0,0.108,0.1,0.2,0.2,0.82,0.04,0.16,0.13,0.0,0.01,680295 milliseconds
12,2,5,8,70,0.025,-0.1,0,0.108,0.1,0.2,0.2,0.83,0.2,0.26,0.23,0.0,0.01,903626 milliseconds
14,2,5,8,70,0.025,-0.1,0,0.108,0.1,0.2,0.2,0.83,0.21,0.22,0.24,0.0,0.01,1150239 milliseconds
16,2,5,8,70,0.025,-0.1,0,0.108,0.1,0.2,0.2,0.97,0.28,0.42,0.31,0.0,0.01,1324414 milliseconds
18,2,5,8,70,0.025,-0.1,0,0.108,0.1,0.2,0.2,0.89,0.4,0.43,0.37,0.0,0.02,1558278 milliseconds
20,2,5,8,70,0.025,-0.1,0,0.108,0.1,0.2,0.2,0.91,0.47,0.54,0.47,0.0,0.01,1629491 milliseconds
10,2,5,8,70,0.025,-0.05,0,0.108,0.1,0.2,0.2,0.75,0.07,0.18,0.08,0.0,0.01,655419 milliseconds
12,2,5,8,70,0.025,-0.05,0,0.108,0.1,0.2,0.2,0.88,0.11,0.28,0.11,0.0,0.02,889828 milliseconds
14,2,5,8,70,0.025,-0.05,0,0.108,0.1,0.2,0.2,0.96,0.14,0.26,0.11,0.0,0.01,1235499 milliseconds
16,2,5,8,70,0.025,-0.05,0,0.108,0.1,0.2,0.2,0.93,0.15,0.32,0.12,0.0,0.01,1328090 milliseconds
18,2,5,8,70,0.025,-0.05,0,0.108,0.1,0.2,0.2,0.95,0.21,0.46,0.08,0.0,0.02,1565914 milliseconds
20,2,5,8,70,0.025,-0.05,0,0.108,0.1,0.2,0.2,0.95,0.31,0.49,0.13,0.0,0.0,1819036 milliseconds
10,2,5,8,70,0.025,0.0,0,0.108,0.1,0.2,0.2,0.87,0.05,0.15,0.02,0.0,0.02,656763 milliseconds
12,2,5,8,70,0.025,0.0,0,0.108,0.1,0.2,0.2,0.91,0.1,0.24,0.05,0.0,0.0,886178 milliseconds
14,2,5,8,70,0.025,0.0,0,0.108,0.1,0.2,0.2,0.93,0.09,0.35,0.04,0.0,0.02,1151933 milliseconds
16,2,5,8,70,0.025,0.0,0,0.108,0.1,0.2,0.2,0.97,0.08,0.44,0.03,0.0,0.03,1247660 milliseconds
18,2,5,8,70,0.025,0.0,0,0.108,0.1,0.2,0.2,0.96,0.16,0.36,0.02,0.0,0.01,1510979 milliseconds
20,2,5,8,70,0.025,0.0,0,0.108,0.1,0.2,0.2,1.0,0.19,0.57,0.03,0.0,0.01,1732968 milliseconds
10,2,5,8,70,0.025,0.05,0,0.108,0.1,0.2,0.2,0.8,0.11,0.14,0.14,0.0,0.01,656640 milliseconds
12,2,5,8,70,0.025,0.05,0,0.108,0.1,0.2,0.2,0.9,0.15,0.18,0.08,0.0,0.02,871640 milliseconds
14,2,5,8,70,0.025,0.05,0,0.108,0.1,0.2,0.2,0.93,0.09,0.28,0.1,0.0,0.0,1157954 milliseconds
16,2,5,8,70,0.025,0.05,0,0.108,0.1,0.2,0.2,0.97,0.14,0.44,0.12,0.0,0.0,1309468 milliseconds
18,2,5,8,70,0.025,0.05,0,0.108,0.1,0.2,0.2,0.96,0.14,0.41,0.12,0.0,0.02,1528689 milliseconds
20,2,5,8,70,0.025,0.05,0,0.108,0.1,0.2,0.2,0.98,0.17,0.47,0.12,0.0,0.01,1704078 milliseconds
10,2,5,8,70,0.025,0.1,0,0.108,0.1,0.2,0.2,0.8,0.13,0.17,0.17,0.0,0.03,626984 milliseconds
12,2,5,8,70,0.025,0.1,0,0.108,0.1,0.2,0.2,0.85,0.15,0.34,0.2,0.0,0.01,806282 milliseconds
14,2,5,8,70,0.025,0.1,0,0.108,0.1,0.2,0.2,0.91,0.22,0.24,0.16,0.0,0.0,1119967 milliseconds
16,2,5,8,70,0.025,0.1,0,0.108,0.1,0.2,0.2,0.89,0.21,0.38,0.34,0.0,0.0,1280395 milliseconds
18,2,5,8,70,0.025,0.1,0,0.108,0.1,0.2,0.2,0.98,0.26,0.44,0.39,0.0,0.0,1373951 milliseconds
20,2,5,8,70,0.025,0.1,0,0.108,0.1,0.2,0.2,0.94,0.26,0.45,0.21,0.0,0.0,1645358 milliseconds
10,2,5,8,70,0.05,-0.1,0,0.108,0.1,0.2,0.2,0.98,0.2,0.91,0.17,0.0,0.01,671703 milliseconds
12,2,5,8,70,0.05,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.19,0.98,0.17,0.0,0.02,981875 milliseconds
14,2,5,8,70,0.05,-0.1,0,0.108,0.1,0.2,0.2,0.99,0.29,1.0,0.37,0.0,0.01,1244304 milliseconds
16,2,5,8,70,0.05,-0.1,0,0.108,0.1,0.2,0.2,0.99,0.42,1.0,0.28,0.0,0.01,1505680 milliseconds
18,2,5,8,70,0.05,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.34,1.0,0.36,0.0,0.0,1653220 milliseconds
20,2,5,8,70,0.05,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.41,1.0,0.4,0.0,0.01,1755375 milliseconds
10,2,5,8,70,0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.07,0.92,0.11,0.0,0.01,606154 milliseconds
12,2,5,8,70,0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.09,0.96,0.11,0.0,0.0,960454 milliseconds
14,2,5,8,70,0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.19,1.0,0.13,0.0,0.01,1096345 milliseconds
16,2,5,8,70,0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.25,1.0,0.23,0.0,0.0,1353256 milliseconds
18,2,5,8,70,0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.2,1.0,0.18,0.0,0.0,1494963 milliseconds
20,2,5,8,70,0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.28,1.0,0.18,0.0,0.0,1781949 milliseconds
10,2,5,8,70,0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.04,0.95,0.08,0.0,0.0,620081 milliseconds
12,2,5,8,70,0.05,0.0,0,0.108,0.1,0.2,0.2,0.99,0.09,0.95,0.03,0.0,0.01,880157 milliseconds
14,2,5,8,70,0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.17,1.0,0.03,0.0,0.02,1143861 milliseconds
16,2,5,8,70,0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.1,1.0,0.05,0.0,0.01,1314624 milliseconds
18,2,5,8,70,0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.18,1.0,0.03,0.0,0.02,1460482 milliseconds
20,2,5,8,70,0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.28,1.0,0.04,0.0,0.05,1753737 milliseconds
10,2,5,8,70,0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.08,0.92,0.08,0.0,0.0,644123 milliseconds
12,2,5,8,70,0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.1,0.97,0.08,0.0,0.01,871455 milliseconds
14,2,5,8,70,0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.08,0.99,0.12,0.0,0.0,1078468 milliseconds
16,2,5,8,70,0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.15,1.0,0.14,0.0,0.0,1371234 milliseconds
18,2,5,8,70,0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.23,1.0,0.14,0.0,0.0,1513835 milliseconds
20,2,5,8,70,0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.2,1.0,0.12,0.0,0.02,1731901 milliseconds
10,2,5,8,70,0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.09,0.87,0.14,0.0,0.02,655579 milliseconds
12,2,5,8,70,0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.24,0.95,0.2,0.0,0.0,885575 milliseconds
14,2,5,8,70,0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.26,0.98,0.24,0.0,0.01,1050314 milliseconds
16,2,5,8,70,0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.34,1.0,0.31,0.0,0.02,1285310 milliseconds
18,2,5,8,70,0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.39,1.0,0.4,0.0,0.03,1430516 milliseconds
20,2,5,8,70,0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.35,0.99,0.3,0.0,0.03,1693428 milliseconds
10,2,5,8,100,-0.05,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.21,0.96,0.31,0.0,0.0,1046950 milliseconds
12,2,5,8,100,-0.05,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.23,1.0,0.25,0.0,0.0,1276686 milliseconds
14,2,5,8,100,-0.05,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.32,0.99,0.48,0.0,0.0,1559516 milliseconds
16,2,5,8,100,-0.05,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.38,1.0,0.48,0.0,0.0,1735484 milliseconds
18,2,5,8,100,-0.05,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.35,1.0,0.51,0.0,0.03,2045156 milliseconds
20,2,5,8,100,-0.05,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.47,1.0,0.47,0.0,0.01,2260278 milliseconds
10,2,5,8,100,-0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.14,1.0,0.1,0.0,0.01,1047189 milliseconds
12,2,5,8,100,-0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.15,1.0,0.14,0.0,0.0,1192264 milliseconds
14,2,5,8,100,-0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.15,1.0,0.13,0.0,0.02,1616861 milliseconds
16,2,5,8,100,-0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.21,1.0,0.1,0.0,0.0,1852654 milliseconds
18,2,5,8,100,-0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.33,1.0,0.17,0.0,0.0,2150720 milliseconds
20,2,5,8,100,-0.05,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.22,1.0,0.13,0.0,0.0,2452155 milliseconds
10,2,5,8,100,-0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.03,0.98,0.04,0.0,0.01,1049640 milliseconds
12,2,5,8,100,-0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.09,1.0,0.08,0.0,0.0,1252031 milliseconds
14,2,5,8,100,-0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.08,1.0,0.06,0.0,0.02,1491749 milliseconds
16,2,5,8,100,-0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.17,1.0,0.05,0.0,0.0,1777207 milliseconds
18,2,5,8,100,-0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.19,1.0,0.05,0.0,0.0,1971769 milliseconds
20,2,5,8,100,-0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.25,1.0,0.09,0.0,0.0,2276697 milliseconds
10,2,5,8,100,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.06,0.99,0.1,0.0,0.01,917152 milliseconds
12,2,5,8,100,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.1,0.99,0.13,0.0,0.0,1222379 milliseconds
14,2,5,8,100,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.13,1.0,0.09,0.0,0.01,1414263 milliseconds
16,2,5,8,100,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.19,1.0,0.19,0.0,0.01,1727484 milliseconds
18,2,5,8,100,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.22,1.0,0.23,0.0,0.01,2046361 milliseconds
20,2,5,8,100,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.27,1.0,0.13,0.0,0.0,2267560 milliseconds
10,2,5,8,100,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.99,0.19,0.98,0.26,0.0,0.01,984892 milliseconds
12,2,5,8,100,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.99,0.2,0.98,0.3,0.0,0.01,1236113 milliseconds
14,2,5,8,100,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.99,0.29,0.99,0.34,0.0,0.01,1496723 milliseconds
16,2,5,8,100,-0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.3,1.0,0.4,0.0,0.0,1614317 milliseconds
18,2,5,8,100,-0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.33,1.0,0.37,0.0,0.0,1986287 milliseconds
20,2,5,8,100,-0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.44,1.0,0.48,0.0,0.0,2293496 milliseconds
10,2,5,8,100,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.92,0.27,0.24,0.35,0.0,0.0,976895 milliseconds
12,2,5,8,100,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.96,0.25,0.33,0.35,0.0,0.01,1292464 milliseconds
14,2,5,8,100,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.99,0.23,0.42,0.35,0.0,0.02,1495187 milliseconds
16,2,5,8,100,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.99,0.35,0.49,0.43,0.0,0.0,1932511 milliseconds
18,2,5,8,100,-0.025,-0.1,0,0.108,0.1,0.2,0.2,1.0,0.38,0.5,0.49,0.0,0.0,2090437 milliseconds
20,2,5,8,100,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.98,0.49,0.67,0.53,0.0,0.0,2176623 milliseconds
10,2,5,8,100,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.96,0.07,0.21,0.13,0.0,0.0,1028387 milliseconds
12,2,5,8,100,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.98,0.17,0.43,0.12,0.0,0.0,1306433 milliseconds
14,2,5,8,100,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.98,0.18,0.31,0.12,0.0,0.0,1497542 milliseconds
16,2,5,8,100,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.99,0.23,0.42,0.13,0.0,0.01,1938185 milliseconds
18,2,5,8,100,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.99,0.29,0.5,0.24,0.0,0.02,2040784 milliseconds
20,2,5,8,100,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.98,0.27,0.61,0.16,0.0,0.03,2284201 milliseconds
10,2,5,8,100,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.93,0.11,0.2,0.01,0.0,0.0,1003824 milliseconds
