n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,Duration
10,2,5,8,60,-0.3,-0.5,0,0.108,0.1,0.1,0.1,1.0,1.0,1.0,1.0,261179 milliseconds
12,2,5,8,60,-0.3,-0.5,0,0.108,0.1,0.1,0.1,1.0,1.0,1.0,1.0,335807 milliseconds
14,2,5,8,60,-0.3,-0.5,0,0.108,0.1,0.1,0.1,1.0,1.0,1.0,1.0,396273 milliseconds
16,2,5,8,60,-0.3,-0.5,0,0.108,0.1,0.1,0.1,1.0,1.0,1.0,1.0,444242 milliseconds
18,2,5,8,60,-0.3,-0.5,0,0.108,0.1,0.1,0.1,0.99,1.0,1.0,1.0,507121 milliseconds
20,2,5,8,60,-0.3,-0.5,0,0.108,0.1,0.1,0.1,1.0,1.0,1.0,1.0,567850 milliseconds
10,2,5,8,60,-0.3,-0.25,0,0.108,0.1,0.1,0.1,1.0,0.98,1.0,0.8,238278 milliseconds
12,2,5,8,60,-0.3,-0.25,0,0.108,0.1,0.1,0.1,1.0,1.0,1.0,0.9,320534 milliseconds
14,2,5,8,60,-0.3,-0.25,0,0.108,0.1,0.1,0.1,1.0,0.98,1.0,0.92,375739 milliseconds
16,2,5,8,60,-0.3,-0.25,0,0.108,0.1,0.1,0.1,1.0,1.0,1.0,0.95,691745 milliseconds
18,2,5,8,60,-0.3,-0.25,0,0.108,0.1,0.1,0.1,1.0,1.0,1.0,0.98,940316 milliseconds
20,2,5,8,60,-0.3,-0.25,0,0.108,0.1,0.1,0.1,1.0,1.0,1.0,0.98,1127992 milliseconds
10,2,5,8,60,-0.3,0.0,0,0.108,0.1,0.1,0.1,1.0,0.36,1.0,0.04,545652 milliseconds
12,2,5,8,60,-0.3,0.0,0,0.108,0.1,0.1,0.1,1.0,0.38,1.0,0.08,502794 milliseconds
14,2,5,8,60,-0.3,0.0,0,0.108,0.1,0.1,0.1,1.0,0.44,1.0,0.07,582800 milliseconds
16,2,5,8,60,-0.3,0.0,0,0.108,0.1,0.1,0.1,1.0,0.4,1.0,0.01,542539 milliseconds
18,2,5,8,60,-0.3,0.0,0,0.108,0.1,0.1,0.1,1.0,0.46,1.0,0.08,495550 milliseconds
20,2,5,8,60,-0.3,0.0,0,0.108,0.1,0.1,0.1,1.0,0.47,1.0,0.13,537055 milliseconds
