n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,power_Accuracy_ANOVA,power_Precision_ANOVA,Duration
12,2,5,8,40,-0.05,0.0,0,0.108,0.1,0.2,0.2,0.99,0.05,0.97,0.05,0.0,0.01,443687 milliseconds
14,2,5,8,40,-0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.07,0.99,0.08,0.0,0.03,560125 milliseconds
16,2,5,8,40,-0.05,0.0,0,0.108,0.1,0.2,0.2,0.98,0.07,0.99,0.04,0.0,0.02,770579 milliseconds
18,2,5,8,40,-0.05,0.0,0,0.108,0.1,0.2,0.2,0.99,0.15,0.99,0.07,0.0,0.04,828562 milliseconds
20,2,5,8,40,-0.05,0.0,0,0.108,0.1,0.2,0.2,1.0,0.12,1.0,0.07,0.0,0.01,977127 milliseconds
10,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.2,0.2,0.95,0.06,0.87,0.08,0.0,0.01,359778 milliseconds
12,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.2,0.2,0.98,0.08,0.98,0.04,0.0,0.0,438806 milliseconds
14,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.2,0.2,0.99,0.11,0.98,0.08,0.0,0.02,559125 milliseconds
16,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.2,0.2,0.99,0.09,0.99,0.07,0.0,0.05,740751 milliseconds
18,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.04,0.99,0.07,0.0,0.02,885231 milliseconds
20,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.14,0.99,0.05,0.0,0.01,1017804 milliseconds
10,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.89,0.1,0.9,0.11,0.0,0.0,351718 milliseconds
12,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.95,0.14,0.96,0.17,0.0,0.0,405389 milliseconds
14,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.99,0.13,0.91,0.17,0.0,0.02,539282 milliseconds
16,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.96,0.19,0.97,0.15,0.0,0.07,767436 milliseconds
18,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.2,1.0,0.18,0.0,0.02,893441 milliseconds
20,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.12,0.99,0.15,0.0,0.0,1048296 milliseconds
10,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.55,0.16,0.14,0.18,0.0,0.02,354654 milliseconds
12,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.76,0.14,0.33,0.15,0.0,0.02,447624 milliseconds
14,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.78,0.16,0.29,0.18,0.0,0.01,558525 milliseconds
16,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.86,0.26,0.27,0.2,0.0,0.02,803908 milliseconds
18,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.91,0.22,0.4,0.16,0.0,0.01,915328 milliseconds
20,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.95,0.24,0.41,0.22,0.0,0.02,1078111 milliseconds
10,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.6,0.07,0.16,0.1,0.0,0.01,356059 milliseconds
12,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.69,0.11,0.21,0.08,0.0,0.01,484906 milliseconds
14,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.78,0.09,0.25,0.11,0.0,0.02,566626 milliseconds
16,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.84,0.09,0.4,0.13,0.0,0.01,761719 milliseconds
18,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.86,0.09,0.35,0.11,0.0,0.02,896599 milliseconds
20,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.95,0.17,0.39,0.08,0.0,0.01,1036939 milliseconds
10,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.61,0.03,0.18,0.09,0.0,0.03,365494 milliseconds
12,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.69,0.07,0.25,0.08,0.0,0.0,448508 milliseconds
14,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.74,0.06,0.25,0.05,0.0,0.0,533106 milliseconds
16,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.81,0.12,0.33,0.04,0.0,0.01,751472 milliseconds
18,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.92,0.08,0.44,0.01,0.0,0.01,903921 milliseconds
20,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.88,0.12,0.44,0.05,0.0,0.0,980749 milliseconds
10,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.58,0.08,0.17,0.07,0.0,0.03,348333 milliseconds
12,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.63,0.05,0.14,0.08,0.0,0.01,449408 milliseconds
14,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.77,0.1,0.23,0.07,0.0,0.01,537609 milliseconds
16,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.78,0.15,0.4,0.12,0.0,0.01,764699 milliseconds
18,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.83,0.15,0.36,0.1,0.0,0.01,881500 milliseconds
20,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.93,0.12,0.45,0.1,0.0,0.0,935363 milliseconds
10,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.55,0.1,0.17,0.11,0.0,0.02,366767 milliseconds
12,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.58,0.13,0.18,0.19,0.0,0.02,449606 milliseconds
14,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.71,0.11,0.25,0.11,0.0,0.01,528515 milliseconds
16,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.64,0.19,0.29,0.26,0.0,0.01,754331 milliseconds
18,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.86,0.13,0.33,0.16,0.0,0.02,829703 milliseconds
20,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.8,0.26,0.47,0.2,0.0,0.02,987656 milliseconds
10,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.02,0.1,0.0,0.14,0.0,0.03,343999 milliseconds
12,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.03,0.11,0.0,0.18,0.0,0.01,475360 milliseconds
14,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.04,0.24,0.0,0.22,0.0,0.02,543562 milliseconds
16,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.03,0.19,0.0,0.23,0.0,0.01,839954 milliseconds
18,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.02,0.19,0.0,0.12,0.0,0.01,923329 milliseconds
20,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.06,0.3,0.0,0.32,0.0,0.01,1019062 milliseconds
10,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.05,0.05,0.0,0.03,0.0,0.02,357125 milliseconds
12,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.04,0.1,0.0,0.1,0.0,0.01,486455 milliseconds
14,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.05,0.06,0.0,0.07,0.0,0.02,530108 milliseconds
16,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.02,0.08,0.0,0.05,0.0,0.03,767141 milliseconds
18,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.0,0.15,0.0,0.08,0.0,0.03,928296 milliseconds
20,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.04,0.19,0.0,0.1,0.0,0.01,1062704 milliseconds
10,2,5,8,40,0.0,0.0,0,0.108,0.1,0.2,0.2,0.01,0.04,0.0,0.06,0.0,0.01,370782 milliseconds
12,2,5,8,40,0.0,0.0,0,0.108,0.1,0.2,0.2,0.03,0.05,0.0,0.02,0.0,0.02,441062 milliseconds
14,2,5,8,40,0.0,0.0,0,0.108,0.1,0.2,0.2,0.06,0.04,0.0,0.05,0.0,0.03,512644 milliseconds
16,2,5,8,40,0.0,0.0,0,0.108,0.1,0.2,0.2,0.04,0.08,0.0,0.09,0.0,0.01,789104 milliseconds
18,2,5,8,40,0.0,0.0,0,0.108,0.1,0.2,0.2,0.02,0.11,0.0,0.03,0.0,0.0,934578 milliseconds
20,2,5,8,40,0.0,0.0,0,0.108,0.1,0.2,0.2,0.02,0.18,0.0,0.08,0.0,0.01,1051529 milliseconds
10,2,5,8,40,0.0,0.05,0,0.108,0.1,0.2,0.2,0.0,0.05,0.0,0.07,0.0,0.02,354924 milliseconds
12,2,5,8,40,0.0,0.05,0,0.108,0.1,0.2,0.2,0.02,0.07,0.01,0.06,0.0,0.0,434466 milliseconds
14,2,5,8,40,0.0,0.05,0,0.108,0.1,0.2,0.2,0.06,0.11,0.0,0.08,0.0,0.0,551579 milliseconds
16,2,5,8,40,0.0,0.05,0,0.108,0.1,0.2,0.2,0.02,0.16,0.0,0.14,0.0,0.02,790362 milliseconds
18,2,5,8,40,0.0,0.05,0,0.108,0.1,0.2,0.2,0.02,0.13,0.0,0.09,0.0,0.0,857720 milliseconds
20,2,5,8,40,0.0,0.05,0,0.108,0.1,0.2,0.2,0.08,0.18,0.0,0.15,0.0,0.02,978233 milliseconds
10,2,5,8,40,0.0,0.1,0,0.108,0.1,0.2,0.2,0.07,0.14,0.01,0.14,0.0,0.02,356727 milliseconds
12,2,5,8,40,0.0,0.1,0,0.108,0.1,0.2,0.2,0.02,0.15,0.0,0.19,0.0,0.0,460182 milliseconds
14,2,5,8,40,0.0,0.1,0,0.108,0.1,0.2,0.2,0.04,0.14,0.0,0.09,0.0,0.0,532510 milliseconds
16,2,5,8,40,0.0,0.1,0,0.108,0.1,0.2,0.2,0.07,0.23,0.0,0.18,0.0,0.01,729226 milliseconds
18,2,5,8,40,0.0,0.1,0,0.108,0.1,0.2,0.2,0.09,0.21,0.0,0.27,0.0,0.0,873574 milliseconds
20,2,5,8,40,0.0,0.1,0,0.108,0.1,0.2,0.2,0.02,0.2,0.0,0.21,0.0,0.03,927024 milliseconds
